Via de acceso;Tipo de dato;Gastos y duración media de los viajes;Periodo;Total
Tren;Acumulado en lo que va de año;Gasto total;2016M10;392,94
Tren;Acumulado en lo que va de año;Gasto total;2016M09;362,19
Tren;Acumulado en lo que va de año;Gasto total;2016M08;322,84
Tren;Acumulado en lo que va de año;Gasto total;2016M07;265,28
Tren;Acumulado en lo que va de año;Gasto total;2016M06;179,78
Tren;Acumulado en lo que va de año;Gasto total;2016M05;133,34
Tren;Acumulado en lo que va de año;Gasto total;2016M04;94,07
Tren;Acumulado en lo que va de año;Gasto total;2016M03;67,56
Tren;Acumulado en lo que va de año;Gasto total;2016M02;46,17
Tren;Acumulado en lo que va de año;Gasto total;2016M01;22,69
Tren;Acumulado en lo que va de año;Gasto total;2015M12;""
Tren;Acumulado en lo que va de año;Gasto total;2015M11;""
Tren;Acumulado en lo que va de año;Gasto total;2015M10;""
Tren;Acumulado en lo que va de año;Gasto medio por persona;2026M07;1.723
Tren;Acumulado en lo que va de año;Gasto medio por persona;2026M06;1.638
Tren;Acumulado en lo que va de año;Gasto medio por persona;2026M05;1.562
Tren;Acumulado en lo que va de año;Gasto medio por persona;2026M04;1.559
Tren;Acumulado en lo que va de año;Gasto medio por persona;2026M03;1.556
Tren;Acumulado en lo que va de año;Gasto medio por persona;2026M02;1.500
Tren;Acumulado en lo que va de año;Gasto medio por persona;2026M01;1.479
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M12;1.630
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M11;1.637
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M10;1.639
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M09;1.621
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M08;1.620
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M07;1.624
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M06;1.581
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M05;1.513
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M04;1.523
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M03;1.536
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M02;1.495
Tren;Acumulado en lo que va de año;Gasto medio por persona;2025M01;1.558
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M12;1.668
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M11;1.675
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M10;1.676
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M09;1.579
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M08;1.558
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M07;1.535
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M06;1.484
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M05;1.420
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M04;1.391
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M03;1.349
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M02;1.360
Tren;Acumulado en lo que va de año;Gasto medio por persona;2024M01;1.558
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M12;1.612
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M11;1.624
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M10;1.601
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M09;1.578
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M08;1.576
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M07;1.608
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M06;1.479
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M05;1.290
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M04;1.017
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M03;844
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M02;970
Tren;Acumulado en lo que va de año;Gasto medio por persona;2023M01;1.359
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M12;1.353
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M11;1.354
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M10;1.353
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M09;1.352
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M08;1.369
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M07;1.386
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M06;1.330
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M05;1.242
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M04;1.229
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M03;1.198
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M02;1.237
Tren;Acumulado en lo que va de año;Gasto medio por persona;2022M01;1.392
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M12;1.332
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M11;1.319
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M10;1.338
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M09;1.384
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M08;1.421
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M07;1.577
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M06;1.712
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M05;1.791
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M04;1.847
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M03;1.891
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M02;1.832
Tren;Acumulado en lo que va de año;Gasto medio por persona;2021M01;1.772
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M12;1.550
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M11;1.538
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M10;1.537
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M09;1.520
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M08;1.480
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M07;1.411
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M06;1.332
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M05;1.332
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M04;1.332
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M03;1.332
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M02;1.356
Tren;Acumulado en lo que va de año;Gasto medio por persona;2020M01;1.416
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M12;1.157
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M11;1.157
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M10;1.159
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M09;1.164
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M08;1.164
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M07;1.171
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M06;1.129
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M05;1.048
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M04;1.034
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M03;1.020
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M02;1.027
Tren;Acumulado en lo que va de año;Gasto medio por persona;2019M01;1.124
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M12;1.247
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M11;1.255
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M10;1.252
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M09;1.246
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M08;1.273
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M07;1.343
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M06;1.298
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M05;1.234
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M04;1.293
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M03;1.397
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M02;1.380
Tren;Acumulado en lo que va de año;Gasto medio por persona;2018M01;1.319
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M12;1.188
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M11;1.183
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M10;1.187
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M09;1.184
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M08;1.206
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M07;1.252
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M06;1.245
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M05;1.191
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M04;1.165
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M03;1.044
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M02;1.026
Tren;Acumulado en lo que va de año;Gasto medio por persona;2017M01;995
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M12;1.211
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M11;1.217
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M10;1.224
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M09;1.238
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M08;1.231
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M07;1.278
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M06;1.220
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M05;1.205
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M04;1.158
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M03;1.170
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M02;1.246
Tren;Acumulado en lo que va de año;Gasto medio por persona;2016M01;1.244
Tren;Acumulado en lo que va de año;Gasto medio por persona;2015M12;""
Tren;Acumulado en lo que va de año;Gasto medio por persona;2015M11;""
Tren;Acumulado en lo que va de año;Gasto medio por persona;2015M10;""
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2026M07;338
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2026M06;316
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2026M05;289
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2026M04;277
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2026M03;263
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2026M02;239
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2026M01;203
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M12;305
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M11;310
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M10;311
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M09;309
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M08;322
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M07;342
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M06;337
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M05;326
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M04;316
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M03;295
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M02;278
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2025M01;231
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M12;310
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M11;313
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M10;312
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M09;293
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M08;293
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M07;301
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M06;296
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M05;287
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M04;272
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M03;248
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M02;241
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2024M01;245
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M12;297
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M11;301
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M10;298
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M09;294
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M08;300
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M07;326
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M06;310
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M05;278
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M04;205
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M03;161
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M02;179
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2023M01;226
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M12;241
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M11;242
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M10;241
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M09;239
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M08;250
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M07;272
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M06;258
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M05;225
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M04;222
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M03;201
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M02;199
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2022M01;204
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M12;238
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M11;239
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M10;248
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M09;261
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M08;270
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M07;322
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M06;339
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M05;346
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M04;347
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M03;328
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M02;303
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2021M01;279
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M12;262
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M11;259
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M10;258
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M09;253
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M08;254
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M07;252
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M06;230
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M05;230
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M04;230
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M03;230
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M02;238
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2020M01;232
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M12;212
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M11;211
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M10;211
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M09;209
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M08;216
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M07;234
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M06;228
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M05;222
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M04;214
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M03;204
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M02;204
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2019M01;208
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M12;213
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M11;214
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M10;214
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M09;210
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M08;216
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M07;232
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M06;224
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M05;212
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M04;216
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M03;225
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M02;196
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2018M01;130
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M12;211
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M11;212
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M10;213
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M09;210
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M08;217
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M07;231
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M06;220
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M05;202
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M04;190
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M03;154
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M02;146
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2017M01;141
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M12;194
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M11;198
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M10;200
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M09;206
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M08;206
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M07;211
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M06;206
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M05;194
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M04;173
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M03;180
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M02;178
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2016M01;178
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2015M12;""
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2015M11;""
Tren;Acumulado en lo que va de año;Gasto medio diario por persona;2015M10;""
Tren;Acumulado en lo que va de año;Duración media de los viajes;2026M07;5,10
Tren;Acumulado en lo que va de año;Duración media de los viajes;2026M06;5,19
Tren;Acumulado en lo que va de año;Duración media de los viajes;2026M05;5,40
Tren;Acumulado en lo que va de año;Duración media de los viajes;2026M04;5,63
Tren;Acumulado en lo que va de año;Duración media de los viajes;2026M03;5,91
Tren;Acumulado en lo que va de año;Duración media de los viajes;2026M02;6,28
Tren;Acumulado en lo que va de año;Duración media de los viajes;2026M01;7,29
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M12;5,35
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M11;5,28
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M10;5,27
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M09;5,25
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M08;5,04
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M07;4,75
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M06;4,69
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M05;4,64
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M04;4,83
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M03;5,21
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M02;5,38
Tren;Acumulado en lo que va de año;Duración media de los viajes;2025M01;6,75
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M12;5,38
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M11;5,36
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M10;5,38
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M09;5,39
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M08;5,31
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M07;5,10
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M06;5,01
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M05;4,95
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M04;5,12
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M03;5,44
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M02;5,65
Tren;Acumulado en lo que va de año;Duración media de los viajes;2024M01;6,35
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M12;5,43
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M11;5,39
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M10;5,38
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M09;5,36
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M08;5,25
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M07;4,94
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M06;4,76
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M05;4,64
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M04;4,95
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M03;5,23
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M02;5,42
Tren;Acumulado en lo que va de año;Duración media de los viajes;2023M01;6,01
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M12;5,60
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M11;5,60
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M10;5,61
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M09;5,64
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M08;5,48
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M07;5,09
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M06;5,16
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M05;5,52
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M04;5,55
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M03;5,97
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M02;6,22
Tren;Acumulado en lo que va de año;Duración media de los viajes;2022M01;6,83
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M12;5,59
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M11;5,52
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M10;5,41
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M09;5,31
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M08;5,26
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M07;4,90
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M06;5,04
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M05;5,18
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M04;5,32
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M03;5,76
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M02;6,05
Tren;Acumulado en lo que va de año;Duración media de los viajes;2021M01;6,36
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M12;5,91
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M11;5,94
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M10;5,95
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M09;5,99
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M08;5,84
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M07;5,59
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M06;5,78
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M05;5,78
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M04;5,78
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M03;5,78
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M02;5,70
Tren;Acumulado en lo que va de año;Duración media de los viajes;2020M01;6,11
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M12;5,46
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M11;5,48
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M10;5,50
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M09;5,58
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M08;5,39
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M07;5,01
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M06;4,96
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M05;4,72
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M04;4,82
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M03;5,00
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M02;5,03
Tren;Acumulado en lo que va de año;Duración media de los viajes;2019M01;5,41
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M12;5,85
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M11;5,86
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M10;5,85
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M09;5,94
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M08;5,89
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M07;5,80
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M06;5,80
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M05;5,82
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M04;5,98
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M03;6,20
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M02;7,04
Tren;Acumulado en lo que va de año;Duración media de los viajes;2018M01;10,12
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M12;5,64
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M11;5,57
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M10;5,59
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M09;5,63
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M08;5,57
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M07;5,41
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M06;5,66
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M05;5,91
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M04;6,12
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M03;6,76
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M02;7,02
Tren;Acumulado en lo que va de año;Duración media de los viajes;2017M01;7,04
Tren;Acumulado en lo que va de año;Duración media de los viajes;2016M12;6,24
